periodo,cole_area_ubicacion,cole_bilingue,cole_caracter,cole_cod_mcpio_ubicacion,cole_jornada,cole_mcpio_ubicacion,cole_naturaleza,cole_nombre_establecimiento,estu_privado_libertad,punt_ingles,punt_matematicas,punt_sociales_ciudadanas,punt_c_naturales,punt_lectura_critica,punt_global
20142,URBANO,N,TÉCNICO/ACADÉMICO,15176,MAÑANA,CHIQUINQUIRA,OFICIAL,I.E.T. COMERCIAL SAGRADO CORAZON DE JESUS,N,45.0,57.0,53.0,56.0,57.0,275.0
20162,URBANO,N,NO APLICA,15238,SABATINA,DUITAMA,NO OFICIAL,COLEGIO NUESTRA SEÑORA DE GUADALUPE,N,47.0,57.0,55.0,58.0,47.0,268.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES,N,49.0,67.0,60.0,52.0,51.0,284.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL GUSTAVO JIMENEZ,N,53.0,59.0,50.0,58.0,56.0,278.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA POLITECNICO ALVARO GONZALEZ SANTANA,N,49.0,76.0,63.0,64.0,60.0,322.0
20162,RURAL,NO REPORTADO,TÉCNICO,15667,COMPLETA,SAN LUIS DE GACENO,OFICIAL,I.E. TELEPALMERITAS,N,33.0,55.0,52.0,53.0,57.0,263.0
20152,RURAL,NO REPORTADO,ACADÉMICO,15763,COMPLETA,SOTAQUIRA,OFICIAL,IE ADOLFO MARIA JIMENEZ,N,52.0,33.0,43.0,52.0,40.0,214.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,I.E ANTONIO JOSE SANDOVAL GOMEZ,N,49.0,50.0,50.0,54.0,40.0,243.0
20142,RURAL,N,TÉCNICO/ACADÉMICO,15238,MAÑANA,DUITAMA,OFICIAL,INSTITUTO TECNICO JOSE MIGUEL SILVA PLAZAS,N,47.0,53.0,61.0,60.0,55.0,282.0
20172,URBANO,NO REPORTADO,ACADÉMICO,15238,SABATINA,DUITAMA,OFICIAL,INSTITUTO TECNICO NUEVA FAMILIA.,N,41.0,33.0,41.0,44.0,35.0,192.0
20194,URBANO,N,ACADÉMICO,15001,COMPLETA,TUNJA,NO OFICIAL,COLEGIO NUESTRA SEÑORA DEL ROSARIO,N,66.0,69.0,45.0,57.0,58.0,290.0
20172,URBANO,N,TÉCNICO,15367,COMPLETA,JENESANO,OFICIAL,I.E.T. COMERCIAL,N,43.0,57.0,47.0,47.0,59.0,259.0
20194,URBANO,N,TÉCNICO,15667,COMPLETA,SAN LUIS DE GACENO,OFICIAL,I.E. SAN LUIS DE GACENO,N,60.0,57.0,57.0,58.0,54.0,284.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15455,COMPLETA,MIRAFLORES,OFICIAL,IE SERGIO CAMARGO,N,53.0,67.0,59.0,65.0,63.0,313.0
20152,URBANO,N,TÉCNICO,15367,COMPLETA,JENESANO,OFICIAL,I.E.T. COMERCIAL,N,46.0,49.0,40.0,43.0,51.0,229.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15407,MAÑANA,VILLA DE LEYVA,OFICIAL,I.E. TEC Y ACAD ANTONIO NARIÑO,N,53.0,65.0,57.0,60.0,57.0,296.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15759,COMPLETA,SOGAMOSO,NO OFICIAL,COLEGIO CELCO,N,65.0,52.0,50.0,53.0,48.0,259.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15764,COMPLETA,SORACA,OFICIAL,IE SIMON BOLIVAR,N,52.0,59.0,62.0,62.0,57.0,297.0
20194,URBANO,N,ACADÉMICO,15204,MAÑANA,CÓMBITA,OFICIAL,I.E. INTEGRADO,N,41.0,65.0,63.0,64.0,67.0,315.0
20172,URBANO,N,TÉCNICO,15425,COMPLETA,MACANAL,OFICIAL,I.E. TECNICA JAIME CAMPOS JACOME DE MACANAL,N,35.0,45.0,38.0,45.0,43.0,211.0
20172,URBANO,N,ACADÉMICO,15001,COMPLETA,TUNJA,NO OFICIAL,COLEGIO COOSERVICIOS DAGOBERTO JIMENEZ JIMENEZ,N,59.0,50.0,55.0,58.0,61.0,281.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15469,COMPLETA,MONIQUIRA,OFICIAL,I.E. TECNICA ANTONIO NARIÑO,N,47.0,53.0,49.0,53.0,51.0,256.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15804,COMPLETA,TIBANA,OFICIAL,IE GUSTAVO ROMERO HERNANDEZ,N,56.0,56.0,46.0,58.0,46.0,259.0
20162,RURAL,NO REPORTADO,ACADÉMICO,15469,COMPLETA,MONIQUIRA,OFICIAL,I.E. SERAFIN LUENGAS CHACON,N,35.0,38.0,27.0,49.0,38.0,189.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15753,COMPLETA,SOATA,OFICIAL,IE NORMAL SUPERIOR LA PRESENTACION,N,60.0,61.0,63.0,62.0,61.0,308.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15238,MAÑANA,DUITAMA,OFICIAL,COLEGIO GUILLERMO LEON VALENCIA,N,66.0,54.0,63.0,65.0,65.0,310.0
20162,URBANO,N,ACADÉMICO,15001,COMPLETA,TUNJA,NO OFICIAL,COLEGIO NUESTRA SEÑORA DEL ROSARIO,N,75.0,69.0,63.0,64.0,58.0,321.0
20162,URBANO,N,TÉCNICO,15572,MAÑANA,PUERTO BOYACA,NO OFICIAL,COLEGIO SANTA TERESITA,N,80.0,74.0,64.0,71.0,77.0,360.0
20152,RURAL,N,TÉCNICO/ACADÉMICO,15814,COMPLETA,TOCA,OFICIAL,I.E. PLINIO MENDOZA NEIRA,N,43.0,49.0,50.0,54.0,49.0,250.0
20142,URBANO,N,TÉCNICO,15879,COMPLETA,VIRACACHA,OFICIAL,I.E. TECNICA AGROPECUARIA,N,54.0,60.0,56.0,59.0,55.0,286.0
20194,URBANO,N,ACADÉMICO,15104,MAÑANA,BOYACÁ,OFICIAL,I.E. DE BOYACA,N,44.0,64.0,44.0,56.0,56.0,271.0
20162,URBANO,N,TÉCNICO,15572,MAÑANA,PUERTO BOYACA,NO OFICIAL,COLEGIO SANTA TERESITA,N,57.0,58.0,61.0,52.0,57.0,285.0
20194,URBANO,N,TÉCNICO,15001,UNICA,TUNJA,OFICIAL,INSTITUTO TECNICO GONZALO SUAREZ RENDON,N,40.0,53.0,46.0,44.0,52.0,240.0
20172,URBANO,N,TÉCNICO,15572,MAÑANA,PUERTO BOYACA,NO OFICIAL,COLEGIO SANTA TERESITA,N,60.0,64.0,71.0,67.0,61.0,327.0
20152,URBANO,N,ACADÉMICO,15759,MAÑANA,SOGAMOSO,NO OFICIAL,COLEGIO ALEJANDRO DE HUMBOLDT,N,59.0,57.0,57.0,55.0,65.0,293.0
20194,RURAL,N,TÉCNICO/ACADÉMICO,15646,MAÑANA,SAMACÁ,OFICIAL,I.E. TECNICA SALAMANCA,N,48.0,45.0,40.0,45.0,50.0,226.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15047,COMPLETA,AQUITANIA,OFICIAL,I.E. TECNICA RAMON IGNACIO AVELLA,N,58.0,54.0,43.0,50.0,54.0,254.0
20172,URBANO,N,ACADÉMICO,15572,TARDE,PUERTO BOYACA,OFICIAL,IE SAN PEDRO CLAVER,N,41.0,39.0,57.0,53.0,58.0,255.0
20172,RURAL,N,TÉCNICO,15238,MAÑANA,DUITAMA,OFICIAL,I.E. AGROINDUSTRIAL LA PRADERA,N,41.0,62.0,59.0,52.0,48.0,271.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15189,UNICA,CIÉNEGA,OFICIAL,I.E. JOSE CAYETANO VASQUEZ,N,51.0,33.0,41.0,34.0,47.0,198.0
20194,URBANO,N,TÉCNICO,15580,COMPLETA,QUÍPAMA,OFICIAL,I.E. TÉCNICA NSTRA SRA DE LA PAZ,N,53.0,63.0,55.0,57.0,63.0,295.0
20194,URBANO,N,ACADÉMICO,15507,MAÑANA,OTANCHE,OFICIAL,I.E. SAN IGNACIO DE LOYOLA,N,47.0,50.0,57.0,53.0,58.0,270.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15491,MAÑANA,NOBSA,OFICIAL,I.E. TECNICA DE NOBSA,N,50.0,56.0,49.0,56.0,49.0,261.0
20194,URBANO,N,ACADÉMICO,15176,TARDE,CHIQUINQUIRÁ,OFICIAL,I.E. JOSE JOAQUIN CASAS,N,50.0,56.0,62.0,48.0,66.0,287.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES,N,41.0,33.0,38.0,39.0,44.0,193.0
20172,URBANO,NO REPORTADO,ACADÉMICO,15516,MAÑANA,PAIPA,NO OFICIAL,COL JOSE ASUNCION SILVA,N,64.0,39.0,47.0,43.0,58.0,240.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15322,UNICA,GUATEQUE,OFICIAL,I.E.TÉCNICA ENRIQUE OLAYA HERRERA,N,61.0,61.0,57.0,55.0,63.0,296.0
20172,URBANO,N,ACADÉMICO,15109,COMPLETA,BUENAVISTA,OFICIAL,I.E. JOSE MARIA SILVA SALAZAR,N,48.0,61.0,57.0,58.0,60.0,291.0
20172,URBANO,N,TÉCNICO,15810,COMPLETA,TIPACOQUE,OFICIAL,IE LUCAS CABALLERO CALDERON,N,45.0,55.0,33.0,49.0,42.0,224.0
20162,RURAL,NO REPORTADO,TÉCNICO/ACADÉMICO,15248,COMPLETA,EL ESPINO,OFICIAL,I.E. CASCAJAL,N,35.0,52.0,45.0,57.0,53.0,253.0
20162,RURAL,N,ACADÉMICO,15837,COMPLETA,TUTA,OFICIAL,IE SAN NICOLAS,N,46.0,45.0,51.0,54.0,51.0,251.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15646,MAÑANA,SAMACA,OFICIAL,I.E. TECNICA NACIONALIZADA DE SAMACA,N,77.0,76.0,69.0,72.0,60.0,350.0
20162,URBANO,N,ACADÉMICO,15822,MAÑANA,TOTA,OFICIAL,IE JORGE ELIECER GAITAN,N,48.0,43.0,34.0,42.0,42.0,204.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA COLEGIO DE SUGAMUXI,N,63.0,57.0,56.0,56.0,53.0,280.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,NO OFICIAL,COLEGIO CORPORACION SANTO DOMINGO,N,33.0,31.0,39.0,35.0,33.0,172.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,GUSTAVO ROJAS PINILLA.,N,52.0,39.0,48.0,43.0,54.0,232.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES,N,48.0,45.0,39.0,39.0,40.0,207.0
20152,URBANO,N,ACADÉMICO,15759,COMPLETA,SOGAMOSO,NO OFICIAL,LICEO DE LA PRESENTACION,N,43.0,47.0,53.0,54.0,54.0,257.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15238,MAÑANA,DUITAMA,OFICIAL,COLEGIO GUILLERMO LEON VALENCIA,N,44.0,49.0,39.0,42.0,47.0,221.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15238,COMPLETA,DUITAMA,OFICIAL,COLEGIO NACIONALIZADO LA PRESENTACION,N,71.0,68.0,69.0,65.0,74.0,346.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15238,COMPLETA,DUITAMA,OFICIAL,COLEGIO NACIONALIZADO LA PRESENTACION,N,71.0,72.0,74.0,68.0,57.0,340.0
20194,URBANO,S,ACADÉMICO,15759,COMPLETA,SOGAMOSO,NO OFICIAL,COLEGIO UNICAB VIRTUAL,N,52.0,56.0,37.0,47.0,51.0,240.0
20152,URBANO,N,TÉCNICO,15317,COMPLETA,GUACAMAYAS,OFICIAL,I.E.T. SAN DIEGO DE ALCALA,N,49.0,49.0,49.0,51.0,43.0,240.0
20152,URBANO,N,ACADÉMICO,15238,COMPLETA,DUITAMA,NO OFICIAL,COLEGIO SAN JOSE DE CALASANZ,N,76.0,68.0,65.0,54.0,63.0,318.0
20172,RURAL,N,TÉCNICO/ACADÉMICO,15632,MAÑANA,SABOYA,OFICIAL,IE NORMAL SUPERIOR,N,38.0,56.0,41.0,49.0,33.0,221.0
20142,RURAL,NO REPORTADO,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA EL CRUCERO,N,50.0,36.0,38.0,38.0,43.0,198.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15176,NOCHE,CHIQUINQUIRA,OFICIAL,I.E. TECNICA PIO ALBERTO FERRO PEÑA,N,45.0,35.0,39.0,48.0,35.0,198.0
20194,URBANO,N,TÉCNICO,15238,UNICA,DUITAMA,OFICIAL,INSTITUTO TECNICO INDUSTRIAL RAFAEL REYES-DUITAMA,N,71.0,67.0,59.0,71.0,67.0,332.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15238,UNICA,DUITAMA,OFICIAL,INSTITUTO TECNICO SANTO TOMAS DE AQUINO,N,53.0,62.0,52.0,58.0,62.0,290.0
20152,RURAL,N,ACADÉMICO,15600,MAÑANA,RAQUIRA,OFICIAL,I.E. NUESTRA SEÑORA DE LA CANDELARIA,N,43.0,47.0,47.0,38.0,50.0,227.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA LOS LIBERTADORES,N,58.0,52.0,58.0,55.0,59.0,281.0
20142,URBANO,N,ACADÉMICO,15516,MAÑANA,PAIPA,OFICIAL,I.E. EL ROSARIO,N,43.0,59.0,59.0,62.0,51.0,283.0
20162,URBANO,N,ACADÉMICO,15238,COMPLETA,DUITAMA,NO OFICIAL,COLEGIO SALESIANO,N,59.0,53.0,66.0,58.0,57.0,293.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15238,COMPLETA,DUITAMA,OFICIAL,COLEGIO TECNICO MUNICIPAL FRANCISCO DE PAULA SANTANDER,N,52.0,71.0,51.0,65.0,42.0,284.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15238,SABATINA,DUITAMA,OFICIAL,COLEGIO TECNICO MUNICIPAL SIMON BOLIVAR,N,44.0,34.0,42.0,38.0,43.0,198.0
20194,URBANO,NO REPORTADO,ACADÉMICO,15516,COMPLETA,PAIPA,NO OFICIAL,LICEO CAMPESTRE FRAY ARTURO AYALA,N,58.0,66.0,57.0,63.0,66.0,313.0
20142,URBANO,N,ACADÉMICO,15001,COMPLETA,TUNJA,OFICIAL,COLEGIO DE BOYACA,N,62.0,72.0,64.0,59.0,63.0,322.0
20194,RURAL,NO REPORTADO,TÉCNICO/ACADÉMICO,15804,COMPLETA,TIBANÁ,OFICIAL,IE SUPANECA,N,55.0,61.0,44.0,54.0,59.0,273.0
20172,URBANO,NO REPORTADO,ACADÉMICO,15001,MAÑANA,TUNJA,NO OFICIAL,INSTITUCION EDUCATIVA URIBESCO,N,71.0,52.0,58.0,55.0,57.0,283.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,NO OFICIAL,COLEGIO CORPORACION SANTO DOMINGO,N,44.0,43.0,53.0,52.0,50.0,245.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,N,71.0,72.0,66.0,69.0,74.0,352.0
20172,URBANO,N,TÉCNICO,15842,COMPLETA,UMBITA,OFICIAL,I.E. TECNICA SAN IGNACIO,N,48.0,45.0,48.0,52.0,49.0,242.0
20142,URBANO,N,ACADÉMICO,15238,COMPLETA,DUITAMA,NO OFICIAL,COLEGIO SEMINARIO DIOCESANO,N,68.0,69.0,58.0,55.0,60.0,305.0
20152,URBANO,NO REPORTADO,ACADÉMICO,15001,MAÑANA,TUNJA,NO OFICIAL,COLEGIO INTEGRAL DE LOS ANDES,N,55.0,41.0,56.0,42.0,59.0,250.0
20162,RURAL,N,ACADÉMICO,15861,COMPLETA,VENTAQUEMADA,OFICIAL,IE PANAMERICANO PUENTE BOYACA,N,39.0,29.0,31.0,44.0,39.0,180.0
20162,URBANO,N,ACADÉMICO,15162,COMPLETA,CERINZA,OFICIAL,I.E. DE CERINZA,N,53.0,62.0,58.0,62.0,65.0,305.0
20172,URBANO,N,ACADÉMICO,15176,MAÑANA,CHIQUINQUIRA,NO OFICIAL,CENTRO DE ENSEÑANZA PRECOZ CAMINO AL SABER,N,64.0,65.0,58.0,61.0,58.0,304.0
20172,RURAL,N,TÉCNICO/ACADÉMICO,15469,UNICA,MONIQUIRA,OFICIAL,I.E. TECNICA ANTONIO NARIÑO,N,32.0,38.0,39.0,37.0,43.0,193.0
20181,URBANO,N,TÉCNICO/ACADÉMICO,15238,SABATINA,DUITAMA,OFICIAL,COLEGIO TECNICO MUNICIPAL SIMON BOLIVAR,N,50.0,48.0,53.0,52.0,54.0,258.0
20142,URBANO,N,ACADÉMICO,15507,MAÑANA,OTANCHE,OFICIAL,I.E. SAN IGNACIO DE LOYOLA,N,47.0,50.0,44.0,64.0,45.0,252.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA POLITECNICO ALVARO GONZALEZ SANTANA,N,46.0,55.0,74.0,60.0,60.0,305.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15238,COMPLETA,DUITAMA,OFICIAL,COLEGIO TECNICO MUNICIPAL SIMON BOLIVAR,N,47.0,41.0,54.0,51.0,46.0,240.0
20152,RURAL,N,TÉCNICO/ACADÉMICO,15516,MAÑANA,PAIPA,OFICIAL,I.E.T PANTANO DE VARGAS,N,43.0,42.0,43.0,50.0,41.0,220.0
20172,URBANO,N,ACADÉMICO,15759,MAÑANA,SOGAMOSO,NO OFICIAL,COLEGIO DE EDUCACION FORMAL FLEXIBLE SAN MATEO,N,41.0,46.0,49.0,59.0,48.0,249.0
20172,RURAL,N,TÉCNICO/ACADÉMICO,15469,UNICA,MONIQUIRA,OFICIAL,I.E. TECNICA ANTONIO NARIÑO,N,44.0,49.0,42.0,46.0,56.0,240.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,N,52.0,57.0,62.0,48.0,50.0,270.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL GUSTAVO JIMENEZ,N,65.0,78.0,65.0,80.0,80.0,375.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15466,COMPLETA,MONGUI,OFICIAL,IE TECNICA DE MONGUI,N,53.0,42.0,42.0,48.0,33.0,211.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15238,NOCHE,DUITAMA,OFICIAL,COLEGIO GUILLERMO LEON VALENCIA,N,24.0,28.0,40.0,39.0,43.0,182.0
20162,RURAL,N,TÉCNICO/ACADÉMICO,15806,COMPLETA,TIBASOSA,OFICIAL,IE TECNICO INDUSTRIAL,N,52.0,62.0,64.0,54.0,62.0,299.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,N,61.0,62.0,51.0,65.0,57.0,295.0
20152,RURAL,NO REPORTADO,ACADÉMICO,15776,COMPLETA,SUTAMARCHAN,OFICIAL,IE PEDREGAL ALTO,N,46.0,50.0,44.0,44.0,37.0,220.0
20162,RURAL,NO REPORTADO,ACADÉMICO,15776,COMPLETA,SUTAMARCHAN,OFICIAL,IE PEDREGAL ALTO,N,63.0,72.0,64.0,53.0,49.0,298.0
20162,URBANO,N,TÉCNICO,15238,COMPLETA,DUITAMA,OFICIAL,INSTITUTO TECNICO INDUSTRIAL RAFAEL REYES-DUITAMA,N,67.0,67.0,64.0,63.0,65.0,325.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA TECNICO DE BELLAS ARTES,N,69.0,67.0,64.0,70.0,65.0,333.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15238,UNICA,DUITAMA,OFICIAL,COLEGIO NACIONALIZADO LA PRESENTACION,N,56.0,44.0,41.0,53.0,50.0,238.0
20142,URBANO,N,ACADÉMICO,15176,NOCHE,CHIQUINQUIRA,NO OFICIAL,COLEGIO BOLIVARIANO,N,44.0,52.0,51.0,52.0,41.0,243.0
20142,URBANO,N,ACADÉMICO,15238,MAÑANA,DUITAMA,OFICIAL,COLEGIO BOYACA DE DUITAMA,N,50.0,49.0,53.0,62.0,54.0,271.0
20194,URBANO,N,TÉCNICO,15466,COMPLETA,MONGUÍ,OFICIAL,I.E.T. JOSE ACEVEDO Y GOMEZ,N,51.0,59.0,47.0,54.0,52.0,264.0
20194,RURAL,S,ACADÉMICO,15204,COMPLETA,CÓMBITA,NO OFICIAL,COUNTRY BILINGUAL SCHOOL,N,69.0,66.0,69.0,63.0,72.0,338.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15759,TARDE,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,N,56.0,58.0,57.0,59.0,53.0,282.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15377,COMPLETA,LABRANZAGRANDE,OFICIAL,I.E. VALENTÍN GARCIA,N,40.0,34.0,40.0,52.0,44.0,212.0
20194,URBANO,N,TÉCNICO,15276,COMPLETA,FLORESTA,OFICIAL,I.E. HECTOR JULIO RANGEL QUINTERO,N,46.0,59.0,54.0,62.0,61.0,290.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15097,COMPLETA,BOAVITA,OFICIAL,I.E. TECNICA Y ACADEMICA NUESTRA SEÑORA DEL ROSARIO,N,58.0,59.0,50.0,55.0,55.0,275.0
20194,URBANO,N,ACADÉMICO,15001,COMPLETA,TUNJA,NO OFICIAL,COLEGIO LOS ÁNGELES,N,74.0,79.0,69.0,71.0,70.0,362.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,NO OFICIAL,COLEGIO CORPORACION SANTO DOMINGO,N,53.0,41.0,46.0,43.0,52.0,230.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES,N,80.0,80.0,74.0,68.0,67.0,364.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15238,COMPLETA,DUITAMA,OFICIAL,COLEGIO NACIONALIZADO LA PRESENTACION,N,53.0,62.0,59.0,55.0,58.0,290.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15763,COMPLETA,SOTAQUIRA,OFICIAL,I.E. TECNICA PABLO VI,N,54.0,66.0,58.0,56.0,57.0,295.0
20142,URBANO,N,ACADÉMICO,15238,COMPLETA,DUITAMA,NO OFICIAL,COLEGIO SEMINARIO DIOCESANO,N,55.0,72.0,53.0,63.0,55.0,302.0
20142,RURAL,N,TÉCNICO,15572,TARDE,PUERTO BOYACA,OFICIAL,I.E.T. JOSE JOAQUIN ORTIZ,N,47.0,41.0,40.0,37.0,38.0,198.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,NO OFICIAL,COLEGIO CORPORACION SANTO DOMINGO,N,69.0,45.0,61.0,58.0,64.0,290.0
20152,URBANO,N,TÉCNICO,15835,COMPLETA,TURMEQUE,OFICIAL,I.E. TECNICA INDUSTRIAL,N,46.0,41.0,32.0,38.0,40.0,192.0
20172,URBANO,NO REPORTADO,ACADÉMICO,15001,MAÑANA,TUNJA,NO OFICIAL,INSTITUCION EDUCATIVA URIBESCO,N,51.0,49.0,52.0,53.0,53.0,258.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15176,NOCHE,CHIQUINQUIRA,OFICIAL,I.E. TECNICA PIO ALBERTO FERRO PEÑA,N,39.0,55.0,50.0,42.0,41.0,232.0
20152,URBANO,N,ACADÉMICO,15001,COMPLETA,TUNJA,NO OFICIAL,COLEGIO LOS ÁNGELES,N,88.0,89.0,72.0,83.0,63.0,388.0
20172,URBANO,N,TÉCNICO,15238,UNICA,DUITAMA,OFICIAL,INSTITUTO TECNICO INDUSTRIAL RAFAEL REYES-DUITAMA,N,70.0,57.0,62.0,66.0,68.0,319.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15759,TARDE,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,N,54.0,71.0,70.0,60.0,69.0,332.0
20152,RURAL,N,TÉCNICO/ACADÉMICO,15632,MAÑANA,SABOYA,OFICIAL,IE NORMAL SUPERIOR,N,64.0,52.0,57.0,53.0,45.0,263.0
20162,RURAL,N,ACADÉMICO,15681,COMPLETA,SAN PABLO DE BORBUR,OFICIAL,IE SANTA BARBARA,N,53.0,53.0,52.0,55.0,57.0,272.0
20162,URBANO,N,TÉCNICO,15537,COMPLETA,PAZ DE RIO,OFICIAL,I.E. TECNICA INDUSTRIAL Y MINERA,N,47.0,66.0,49.0,58.0,57.0,283.0
20194,URBANO,N,ACADÉMICO,15759,COMPLETA,SOGAMOSO,NO OFICIAL,COLEGIO NUESTRA SEÑORA DEL ROSARIO,N,64.0,74.0,65.0,61.0,72.0,338.0
20194,URBANO,N,ACADÉMICO,15001,COMPLETA,TUNJA,NO OFICIAL,COLEGIO NUESTRA SEÑORA DEL ROSARIO,N,59.0,69.0,57.0,67.0,63.0,318.0
20162,URBANO,N,ACADÉMICO,15238,COMPLETA,DUITAMA,NO OFICIAL,COLEGIO SEMINARIO DIOCESANO,N,78.0,74.0,70.0,72.0,70.0,360.0
20142,URBANO,N,TÉCNICO,15686,MAÑANA,SANTANA,OFICIAL,I.E. TECNICA ANTONIO RICAURTE,N,49.0,52.0,49.0,45.0,50.0,245.0
20162,URBANO,N,ACADÉMICO,15296,COMPLETA,GAMEZA,OFICIAL,I.E. JUAN JOSE REYES PATRIA,N,58.0,66.0,62.0,55.0,55.0,297.0
20162,RURAL,NO REPORTADO,ACADÉMICO,15757,COMPLETA,SOCHA,OFICIAL,IE LOS LIBERTADORES,N,49.0,49.0,50.0,51.0,47.0,247.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15322,UNICA,GUATEQUE,OFICIAL,I.E.TÉCNICA ENRIQUE OLAYA HERRERA,N,37.0,58.0,45.0,48.0,48.0,244.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,N,55.0,58.0,48.0,56.0,51.0,267.0
20152,URBANO,N,ACADÉMICO,15572,TARDE,PUERTO BOYACA,OFICIAL,IE JOSE ANTONIO GALAN,N,50.0,54.0,53.0,44.0,50.0,251.0
