periodo,cole_area_ubicacion,cole_bilingue,cole_caracter,cole_cod_mcpio_ubicacion,cole_jornada,cole_mcpio_ubicacion,cole_naturaleza,cole_nombre_establecimiento,estu_privado_libertad,punt_ingles,punt_matematicas,punt_sociales_ciudadanas,punt_c_naturales,punt_lectura_critica,punt_global
20172,URBANO,N,TÉCNICO/ACADÉMICO,15740,COMPLETA,SIACHOQUE,OFICIAL,I.E. TECNICA IGNACIO GIL SANABRIA,N,43.0,32.0,36.0,50.0,48.0,208.0
20172,RURAL,N,TÉCNICO,15572,MAÑANA,PUERTO BOYACA,OFICIAL,I.E.T. PUERTO SERVIEZ,N,42.0,43.0,34.0,40.0,47.0,205.0
20194,URBANO,N,ACADÉMICO,15238,COMPLETA,DUITAMA,NO OFICIAL,COLEGIO CAMPESTRE SAN DIEGO,N,100.0,77.0,71.0,77.0,67.0,375.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15516,MAÑANA,PAIPA,OFICIAL,I.E. TOMAS VASQUEZ RODRIGUEZ,N,54.0,51.0,45.0,49.0,69.0,268.0
20152,URBANO,N,ACADÉMICO,15001,COMPLETA,TUNJA,OFICIAL,COLEGIO DE BOYACA,N,52.0,36.0,36.0,47.0,40.0,203.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15455,COMPLETA,MIRAFLORES,OFICIAL,IE SERGIO CAMARGO,N,43.0,43.0,44.0,30.0,31.0,187.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,GUSTAVO ROJAS PINILLA.,N,66.0,64.0,60.0,63.0,63.0,314.0
20152,URBANO,N,ACADÉMICO,15693,COMPLETA,SANTA ROSA DE VITERBO,NO OFICIAL,I.E. RAFAEL REYES,N,57.0,54.0,54.0,62.0,49.0,275.0
20172,RURAL,N,TÉCNICO,15814,COMPLETA,TOCA,OFICIAL,I.E. TECNICA RAFAEL URIBE,N,47.0,47.0,38.0,48.0,40.0,218.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15238,COMPLETA,DUITAMA,OFICIAL,COLEGIO NACIONALIZADO LA PRESENTACION,N,65.0,52.0,59.0,61.0,47.0,278.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15223,MAÑANA,CUBARA,OFICIAL,I.E. TECNICA NACIONALIZADA PABLO VI,N,63.0,77.0,69.0,67.0,69.0,349.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15047,COMPLETA,AQUITANIA,OFICIAL,I.E. TECNICA RAMON IGNACIO AVELLA,N,37.0,30.0,30.0,42.0,41.0,179.0
20142,RURAL,N,TÉCNICO,15814,COMPLETA,TOCA,OFICIAL,I.E. TECNICA RAFAEL URIBE,N,62.0,49.0,59.0,48.0,50.0,262.0
20194,URBANO,N,ACADÉMICO,15176,TARDE,CHIQUINQUIRÁ,OFICIAL,I.E. JOSE JOAQUIN CASAS,N,47.0,45.0,45.0,32.0,39.0,204.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15244,COMPLETA,EL COCUY,OFICIAL,I.E. JOSE SANTOS GUTIERREZ,N,48.0,50.0,34.0,54.0,36.0,219.0
20162,URBANO,N,TÉCNICO,15686,MAÑANA,SANTANA,OFICIAL,I.E. TECNICA ANTONIO RICAURTE,N,43.0,43.0,47.0,45.0,38.0,217.0
20194,URBANO,N,ACADÉMICO,15176,MAÑANA,CHIQUINQUIRÁ,NO OFICIAL,IE ALBERT EINSTEIN,N,45.0,55.0,37.0,54.0,52.0,246.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15187,MAÑANA,CHIVATA,OFICIAL,I.E. AGROPECUARIO,N,47.0,36.0,42.0,39.0,45.0,205.0
20162,URBANO,N,ACADÉMICO,15516,MAÑANA,PAIPA,NO OFICIAL,IE JUAN BAUTISTA MARIA VIANNEY,N,57.0,70.0,67.0,64.0,68.0,332.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,NO OFICIAL,COLEGIO COOPERATIVO REYES PATRIA,N,65.0,70.0,57.0,60.0,62.0,312.0
20194,RURAL,N,TÉCNICO/ACADÉMICO,15646,MAÑANA,SAMACÁ,OFICIAL,I.E. TECNICA SALAMANCA,N,35.0,45.0,44.0,42.0,49.0,221.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,NO OFICIAL,COLEGIO CORPORACION SANTO DOMINGO,N,57.0,54.0,58.0,54.0,50.0,272.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15693,UNICA,SANTA ROSA DE VITERBO,OFICIAL,IE CARLOS ARTURO TORRES PEÑA,N,51.0,45.0,32.0,36.0,36.0,192.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15183,COMPLETA,CHITA,OFICIAL,I.E. NORMAL SUPERIOR SAGRADO CORAZON,N,40.0,58.0,39.0,41.0,44.0,225.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15183,COMPLETA,CHITA,OFICIAL,I.E. JOSE MARIA POTIER,N,47.0,36.0,41.0,50.0,38.0,208.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15599,COMPLETA,RAMIRIQUI,OFICIAL,I.E. TECNICA JOSE IGNACIO DE MARQUEZ,N,49.0,49.0,50.0,55.0,51.0,256.0
20172,RURAL,N,TÉCNICO,15837,MAÑANA,TUTA,OFICIAL,I.E. EL CRUCE,N,48.0,57.0,55.0,62.0,59.0,287.0
20162,RURAL,N,ACADÉMICO,15814,COMPLETA,TOCA,OFICIAL,IE CAMILO TORRES DE TOCA,N,40.0,45.0,50.0,50.0,57.0,249.0
20152,URBANO,NO REPORTADO,ACADÉMICO,15759,SABATINA,SOGAMOSO,NO OFICIAL,INSTITUCION EDUCATIVA NUEVA GRANADA,N,32.0,36.0,34.0,43.0,36.0,184.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA FRANCISCO DE PAULA SANTANDER,N,47.0,48.0,48.0,58.0,51.0,254.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,N,48.0,56.0,47.0,57.0,50.0,261.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA POLITECNICO ALVARO GONZALEZ SANTANA,N,67.0,58.0,61.0,67.0,66.0,317.0
20194,URBANO,N,ACADÉMICO,15001,COMPLETA,TUNJA,NO OFICIAL,COLEGIO LOS ÁNGELES,N,73.0,71.0,75.0,69.0,66.0,352.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15238,COMPLETA,DUITAMA,OFICIAL,COLEGIO NACIONALIZADO LA PRESENTACION,N,70.0,83.0,61.0,69.0,61.0,343.0
20162,URBANO,N,ACADÉMICO,15238,COMPLETA,DUITAMA,NO OFICIAL,COLEGIO SEMINARIO DIOCESANO,N,66.0,85.0,78.0,71.0,68.0,374.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15455,COMPLETA,MIRAFLORES,OFICIAL,IE SERGIO CAMARGO,N,49.0,55.0,48.0,56.0,54.0,265.0
20172,RURAL,NO REPORTADO,TÉCNICO/ACADÉMICO,15469,COMPLETA,MONIQUIRA,OFICIAL,I.E. MARCO FIDEL SUÁREZ,N,49.0,43.0,33.0,48.0,42.0,210.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15469,COMPLETA,MONIQUIRÁ,OFICIAL,I.E. TECNICA ANTONIO NARIÑO,N,42.0,59.0,46.0,48.0,59.0,261.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15753,COMPLETA,SOATA,OFICIAL,IE NORMAL SUPERIOR LA PRESENTACION,N,54.0,42.0,42.0,47.0,44.0,223.0
20152,URBANO,N,ACADÉMICO,15238,COMPLETA,DUITAMA,NO OFICIAL,COLEGIO JESUS EUCARISTIA,N,50.0,62.0,68.0,60.0,58.0,305.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,I.E. SILVINO RODRIGUEZ,N,42.0,44.0,57.0,47.0,48.0,242.0
20152,RURAL,NO REPORTADO,TÉCNICO,15507,COMPLETA,OTANCHE,OFICIAL,I.E. SAMUEL IGNACIO SANTAMARIA,N,44.0,40.0,43.0,45.0,47.0,219.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15455,COMPLETA,MIRAFLORES,OFICIAL,IE SERGIO CAMARGO,N,49.0,57.0,50.0,43.0,47.0,246.0
20142,RURAL,NO REPORTADO,ACADÉMICO,15763,COMPLETA,SOTAQUIRA,OFICIAL,IE ADOLFO MARIA JIMENEZ,N,51.0,62.0,58.0,69.0,63.0,310.0
20152,URBANO,N,ACADÉMICO,15176,TARDE,CHIQUINQUIRA,OFICIAL,I.E. JOSE JOAQUIN CASAS,N,54.0,52.0,46.0,52.0,57.0,260.0
20194,RURAL,NO REPORTADO,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,INSTITUCION EDUCATIVA RURAL DEL SUR,N,51.0,55.0,55.0,52.0,44.0,257.0
20152,URBANO,N,ACADÉMICO,15507,MAÑANA,OTANCHE,OFICIAL,I.E. SAN IGNACIO DE LOYOLA,N,52.0,57.0,52.0,53.0,47.0,261.0
20152,RURAL,N,TÉCNICO,15667,SABATINA,SAN LUIS DE GACENO,OFICIAL,I.E. NUEVA ESPERANZA,N,41.0,44.0,48.0,42.0,47.0,225.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,N,51.0,60.0,48.0,54.0,59.0,274.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15238,COMPLETA,DUITAMA,OFICIAL,COLEGIO TECNICO MUNICIPAL SIMON BOLIVAR,N,54.0,63.0,72.0,61.0,55.0,310.0
20152,RURAL,N,TÉCNICO,15837,MAÑANA,TUTA,OFICIAL,I.E. EL CRUCE,N,40.0,65.0,57.0,57.0,54.0,284.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,N,57.0,64.0,56.0,63.0,66.0,310.0
20162,URBANO,N,ACADÉMICO,15776,COMPLETA,SUTAMARCHAN,OFICIAL,I.E. HECTOR JULIO GOMEZ,N,47.0,37.0,38.0,50.0,38.0,206.0
20162,RURAL,N,TÉCNICO,15516,COMPLETA,PAIPA,OFICIAL,I.E. TECNICA AGRICOLA,N,41.0,59.0,59.0,54.0,52.0,274.0
20194,URBANO,N,ACADÉMICO,15572,TARDE,PUERTO BOYACÁ,OFICIAL,I.E. ANTONIA SANTOS,N,50.0,49.0,58.0,48.0,48.0,253.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15759,TARDE,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL GUSTAVO JIMENEZ,N,49.0,64.0,46.0,51.0,48.0,260.0
20194,URBANO,N,ACADÉMICO,15238,MAÑANA,DUITAMA,OFICIAL,COLEGIO BOYACA DE DUITAMA,N,58.0,65.0,67.0,62.0,69.0,326.0
20152,URBANO,NO REPORTADO,ACADÉMICO,15238,COMPLETA,DUITAMA,OFICIAL,INSTITUTO TECNICO NUEVA FAMILIA.,N,46.0,49.0,38.0,35.0,34.0,198.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15676,SABATINA,SAN MIGUEL DE SEMA,OFICIAL,I.E. ALFONSO VANEGAS SIERRA,N,41.0,39.0,38.0,43.0,41.0,202.0
20162,URBANO,N,TÉCNICO,15176,MAÑANA,CHIQUINQUIRA,NO OFICIAL,COLEGIO DE EDUCACION BASICA Y MEDIA TECNICA NUESTRA SEÑORA DE NAZARETH,N,43.0,47.0,41.0,54.0,45.0,232.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15778,COMPLETA,SUTATENZA,OFICIAL,I.E. TECNICA SAN BARTOLOME,N,52.0,41.0,39.0,33.0,45.0,202.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15516,MAÑANA,PAIPA,OFICIAL,I.E. ARMANDO SOLANO,N,62.0,66.0,65.0,62.0,60.0,316.0
20142,RURAL,NO REPORTADO,TÉCNICO,15667,COMPLETA,SAN LUIS DE GACENO,OFICIAL,I.E. TELEPALMERITAS,N,52.0,43.0,47.0,40.0,61.0,240.0
20172,URBANO,N,TÉCNICO,15367,COMPLETA,JENESANO,OFICIAL,I.E.T. COMERCIAL,N,41.0,46.0,62.0,54.0,56.0,267.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15759,TARDE,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,N,43.0,52.0,46.0,47.0,45.0,236.0
20152,URBANO,NO REPORTADO,ACADÉMICO,15001,COMPLETA,TUNJA,NO OFICIAL,GIMNASIO VILLA FONTANA,N,91.0,74.0,67.0,63.0,63.0,343.0
20194,URBANO,S,ACADÉMICO,15638,MAÑANA,SÁCHICA,OFICIAL,I.E. NUEVA GENERACION,N,59.0,64.0,51.0,51.0,53.0,275.0
20172,URBANO,N,TÉCNICO,15464,COMPLETA,MONGUA,OFICIAL,I.E.T. LISANDRO CELY,N,51.0,48.0,52.0,58.0,58.0,269.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15238,TARDE,DUITAMA,OFICIAL,COLEGIO GUILLERMO LEON VALENCIA,N,46.0,48.0,54.0,49.0,52.0,252.0
20194,RURAL,NO REPORTADO,TÉCNICO/ACADÉMICO,15232,MAÑANA,CHÍQUIZA,OFICIAL,I.E. EL CERRO,N,43.0,52.0,34.0,45.0,46.0,221.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,N,59.0,50.0,60.0,60.0,71.0,301.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15599,COMPLETA,RAMIRIQUÍ,OFICIAL,I.E. TECNICA JOSE IGNACIO DE MARQUEZ,N,48.0,43.0,42.0,50.0,48.0,230.0
20152,URBANO,N,TÉCNICO,15723,COMPLETA,SATIVASUR,OFICIAL,I.E. TECNICA SEÑOR DE LOS MILAGROS,N,41.0,46.0,49.0,42.0,51.0,233.0
20194,URBANO,N,TÉCNICO,15001,UNICA,TUNJA,OFICIAL,INSTITUTO TECNICO GONZALO SUAREZ RENDON,N,60.0,66.0,61.0,57.0,70.0,316.0
20142,RURAL,N,TÉCNICO,15572,TARDE,PUERTO BOYACA,OFICIAL,I.E.T. JOSE JOAQUIN ORTIZ,N,52.0,57.0,69.0,61.0,62.0,307.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,N,43.0,50.0,50.0,40.0,48.0,233.0
20152,URBANO,N,ACADÉMICO,15238,COMPLETA,DUITAMA,NO OFICIAL,COLEGIO JESUS EUCARISTIA,N,73.0,67.0,70.0,63.0,65.0,334.0
20162,RURAL,N,TÉCNICO/ACADÉMICO,15238,MAÑANA,DUITAMA,OFICIAL,INSTITUTO TECNICO JOSE MIGUEL SILVA PLAZAS,N,53.0,66.0,63.0,58.0,61.0,306.0
20142,URBANO,N,TÉCNICO,15218,COMPLETA,COVARACHIA,OFICIAL,I.E. SAN LUIS BELTRAN,N,48.0,59.0,50.0,56.0,57.0,275.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES,N,56.0,69.0,71.0,70.0,58.0,331.0
20194,URBANO,N,ACADÉMICO,15759,MAÑANA,SOGAMOSO,NO OFICIAL,COLEGIO DE EDUCACION FORMAL FLEXIBLE SAN MATEO,N,47.0,54.0,45.0,48.0,52.0,248.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,I.E. SILVINO RODRIGUEZ,N,54.0,61.0,52.0,56.0,55.0,278.0
20194,RURAL,NO REPORTADO,ACADÉMICO,15238,MAÑANA,DUITAMA,OFICIAL,INSTITUCION EDUCATIVA SAN LUIS,N,52.0,55.0,50.0,51.0,70.0,281.0
20172,URBANO,NO REPORTADO,NO REPORTADO,15455,COMPLETA,MIRAFLORES,NO OFICIAL,LICEO MODERNO SAN SEBASTIAN,N,49.0,40.0,49.0,49.0,38.0,222.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15176,NOCHE,CHIQUINQUIRA,OFICIAL,I.E. TECNICO INDUSTRIAL JULIO FLOREZ,N,67.0,70.0,60.0,64.0,73.0,334.0
20172,URBANO,N,ACADÉMICO,15572,TARDE,PUERTO BOYACA,OFICIAL,IE JOSE ANTONIO GALAN,N,39.0,44.0,29.0,35.0,36.0,181.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15516,MAÑANA,PAIPA,OFICIAL,I.E. ARMANDO SOLANO,N,50.0,70.0,53.0,62.0,61.0,303.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15764,UNICA,SORACÁ,OFICIAL,IE SIMON BOLIVAR,N,44.0,39.0,37.0,49.0,51.0,220.0
20152,URBANO,N,ACADÉMICO,15176,TARDE,CHIQUINQUIRA,OFICIAL,I.E. JOSE JOAQUIN CASAS,N,43.0,40.0,41.0,46.0,56.0,228.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15238,COMPLETA,DUITAMA,OFICIAL,COLEGIO TECNICO MUNICIPAL SIMON BOLIVAR,N,50.0,42.0,53.0,53.0,57.0,256.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15763,COMPLETA,SOTAQUIRA,OFICIAL,I.E. TECNICA PABLO VI,N,43.0,67.0,50.0,59.0,43.0,268.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15238,COMPLETA,DUITAMA,OFICIAL,COLEGIO TECNICO MUNICIPAL SIMON BOLIVAR,N,49.0,47.0,62.0,53.0,48.0,261.0
20152,URBANO,N,ACADÉMICO,15238,COMPLETA,DUITAMA,NO OFICIAL,COLEGIO SAN JOSE DE CALASANZ,N,79.0,74.0,63.0,64.0,53.0,323.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15759,TARDE,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,N,60.0,47.0,42.0,58.0,48.0,248.0
20162,URBANO,N,ACADÉMICO,15238,COMPLETA,DUITAMA,NO OFICIAL,COLEGIO SEMINARIO DIOCESANO,N,71.0,74.0,73.0,71.0,67.0,357.0
20142,URBANO,N,TÉCNICO,15531,COMPLETA,PAUNA,OFICIAL,I.E.T NACIONALIZADO DE PAUNA,N,53.0,53.0,52.0,45.0,52.0,253.0
20162,URBANO,N,ACADÉMICO,15572,TARDE,PUERTO BOYACA,OFICIAL,I.E. ANTONIA SANTOS,N,34.0,31.0,29.0,38.0,36.0,168.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15238,COMPLETA,DUITAMA,OFICIAL,COLEGIO NACIONALIZADO LA PRESENTACION,N,59.0,58.0,46.0,50.0,58.0,267.0
20152,URBANO,N,TÉCNICO,15686,MAÑANA,SANTANA,OFICIAL,I.E. TECNICA ANTONIO RICAURTE,N,53.0,40.0,42.0,43.0,48.0,220.0
20172,URBANO,N,ACADÉMICO,15001,COMPLETA,TUNJA,NO OFICIAL,COLEGIO LOS ÁNGELES,N,79.0,75.0,73.0,75.0,73.0,372.0
20162,URBANO,N,ACADÉMICO,15104,MAÑANA,BOYACA,OFICIAL,I.E. DE BOYACA,N,70.0,78.0,69.0,69.0,61.0,347.0
20142,URBANO,N,ACADÉMICO,15001,COMPLETA,TUNJA,NO OFICIAL,COLEGIO NUESTRA SEÑORA DEL ROSARIO,N,48.0,58.0,53.0,54.0,55.0,272.0
20162,URBANO,N,ACADÉMICO,15759,SABATINA,SOGAMOSO,NO OFICIAL,INSTITUCION EDUCATIVA ANTONIO NARIÑO,N,47.0,48.0,55.0,55.0,52.0,261.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15244,COMPLETA,EL COCUY,OFICIAL,I.E. JOSE SANTOS GUTIERREZ,N,68.0,65.0,66.0,69.0,57.0,322.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,NO OFICIAL,COLEGIO COMERCIAL ADVENTISTA DE SOGAMOSO CADES,N,65.0,67.0,53.0,62.0,60.0,304.0
20194,RURAL,N,TÉCNICO/ACADÉMICO,15632,MAÑANA,SABOYÁ,OFICIAL,IE NORMAL SUPERIOR,N,59.0,50.0,55.0,51.0,57.0,268.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON,N,50.0,50.0,53.0,47.0,54.0,255.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15516,MAÑANA,PAIPA,OFICIAL,I.E. TOMAS VASQUEZ RODRIGUEZ,N,49.0,58.0,52.0,61.0,54.0,278.0
20162,RURAL,NO REPORTADO,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,INSTITUCION EDUCATIVA RURAL DEL SUR,N,61.0,68.0,64.0,65.0,63.0,324.0
20162,URBANO,N,TÉCNICO,15897,COMPLETA,ZETAQUIRA,OFICIAL,IE SAN JOSE DE LA FLORIDA,N,45.0,31.0,35.0,47.0,41.0,195.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15516,MAÑANA,PAIPA,OFICIAL,I.E. ARMANDO SOLANO,N,54.0,50.0,52.0,46.0,47.0,246.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15762,COMPLETA,SORA,OFICIAL,IE DE SORA,N,48.0,53.0,48.0,51.0,44.0,245.0
20142,RURAL,N,TÉCNICO/ACADÉMICO,15664,COMPLETA,SAN JOSE DE PARE,OFICIAL,IE TECNICA LA AMISTAD,N,48.0,64.0,51.0,44.0,58.0,269.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15469,COMPLETA,MONIQUIRA,OFICIAL,I.E. TECNICA ANTONIO NARIÑO,N,69.0,67.0,63.0,65.0,62.0,322.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15322,MAÑANA,GUATEQUE,OFICIAL,I.E.TÉCNICA ENRIQUE OLAYA HERRERA,N,45.0,42.0,48.0,41.0,43.0,218.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15001,SABATINA,TUNJA,NO OFICIAL,COLEGIO CORPORACION SANTO DOMINGO,N,49.0,60.0,54.0,56.0,60.0,284.0
20152,RURAL,N,TÉCNICO,15469,COMPLETA,MONIQUIRA,OFICIAL,I.E. HERNANDO GELVEZ SUAREZ,N,62.0,54.0,60.0,55.0,51.0,278.0
20172,RURAL,N,TÉCNICO,15861,UNICA,VENTAQUEMADA,OFICIAL,IE PUENTE DE PIEDRA,N,50.0,49.0,49.0,52.0,49.0,249.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA COLEGIO DE SUGAMUXI,N,55.0,51.0,52.0,49.0,56.0,261.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15001,UNICA,TUNJA,OFICIAL,I.E ANTONIO JOSE SANDOVAL GOMEZ,N,57.0,54.0,46.0,50.0,54.0,257.0
20151,URBANO,S,ACADÉMICO,15759,COMPLETA,SOGAMOSO,NO OFICIAL,COLEGIO UNICAB VIRTUAL,N,45.0,55.0,59.0,57.0,58.0,282.0
20162,URBANO,N,ACADÉMICO,15176,NOCHE,CHIQUINQUIRA,NO OFICIAL,COLEGIO BOLIVARIANO,N,47.0,40.0,44.0,41.0,43.0,212.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15176,MAÑANA,CHIQUINQUIRA,OFICIAL,I.E.T. COMERCIAL SAGRADO CORAZON DE JESUS,N,35.0,39.0,38.0,49.0,45.0,212.0
20172,URBANO,N,ACADÉMICO,15001,COMPLETA,TUNJA,NO OFICIAL,COLEGIO ANDINO DE TUNJA,N,76.0,83.0,77.0,76.0,73.0,386.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15753,COMPLETA,SOATA,OFICIAL,IE NORMAL SUPERIOR LA PRESENTACION,N,56.0,66.0,73.0,63.0,68.0,333.0
20142,URBANO,N,TÉCNICO,15835,COMPLETA,TURMEQUE,OFICIAL,I.E. TECNICA INDUSTRIAL,N,52.0,58.0,56.0,52.0,50.0,269.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15516,MAÑANA,PAIPA,OFICIAL,I.E. ARMANDO SOLANO,N,49.0,54.0,56.0,55.0,55.0,273.0
20194,URBANO,N,ACADÉMICO,15001,COMPLETA,TUNJA,OFICIAL,COLEGIO DE BOYACA,N,54.0,67.0,39.0,52.0,59.0,271.0
20152,URBANO,N,TÉCNICO,15238,COMPLETA,DUITAMA,OFICIAL,INSTITUTO TECNICO INDUSTRIAL RAFAEL REYES-DUITAMA,N,60.0,67.0,53.0,59.0,51.0,288.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,I.E. SILVINO RODRIGUEZ,N,62.0,46.0,48.0,51.0,52.0,251.0
20152,URBANO,NO REPORTADO,ACADÉMICO,15759,COMPLETA,SOGAMOSO,NO OFICIAL,CENTRO DE DESARROLLO HUMANO  CEDHU,N,54.0,49.0,58.0,50.0,46.0,255.0
20142,RURAL,NO REPORTADO,ACADÉMICO,15763,COMPLETA,SOTAQUIRA,OFICIAL,IE ADOLFO MARIA JIMENEZ,N,59.0,58.0,62.0,62.0,65.0,308.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15690,COMPLETA,SANTA MARIA,OFICIAL,I.E. TEC JACINTO VEGA,N,48.0,59.0,59.0,61.0,52.0,285.0
20194,RURAL,N,ACADÉMICO,15861,COMPLETA,VENTAQUEMADA,OFICIAL,IE PANAMERICANO PUENTE BOYACA,N,37.0,41.0,37.0,48.0,38.0,203.0
20172,URBANO,N,ACADÉMICO,15176,TARDE,CHIQUINQUIRA,OFICIAL,I.E. JOSE JOAQUIN CASAS,N,61.0,53.0,64.0,64.0,66.0,308.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15238,COMPLETA,DUITAMA,OFICIAL,INSTITUTO TECNICO SANTO TOMAS DE AQUINO,N,53.0,45.0,50.0,47.0,52.0,244.0
20162,URBANO,N,ACADÉMICO,15572,TARDE,PUERTO BOYACA,OFICIAL,I.E. ANTONIA SANTOS,N,60.0,56.0,48.0,65.0,58.0,285.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15047,COMPLETA,AQUITANIA,OFICIAL,I.E. TECNICA RAMON IGNACIO AVELLA,N,48.0,55.0,46.0,57.0,46.0,254.0
20172,URBANO,N,ACADÉMICO,15176,SABATINA,CHIQUINQUIRA,NO OFICIAL,CORPORACION SANTO DOMINGO,N,37.0,31.0,40.0,41.0,43.0,193.0
20162,URBANO,N,TÉCNICO,15755,COMPLETA,SOCOTA,OFICIAL,IE TECNICA  FRANCISCO JOSE DE CALDAS,N,45.0,59.0,52.0,58.0,54.0,275.0
20152,URBANO,N,TÉCNICO,15664,COMPLETA,SAN JOSE DE PARE,OFICIAL,IE HORIZONTES,N,50.0,46.0,41.0,37.0,37.0,205.0
